,regime_prob_0,regime_prob_1,regime_prob_2
2017-11-14,0.0,1.0,0.0
2017-11-15,0.0,1.0,0.0
2017-11-16,0.0,1.0,0.0
2017-11-17,0.0,1.0,0.0
2017-11-18,0.0,1.0,0.0
2017-11-19,0.0,1.0,0.0
2017-11-20,0.0,1.0,0.0
2017-11-21,0.0,1.0,0.0
2017-11-22,0.0,1.0,0.0
2017-11-23,0.0,1.0,0.0
2017-11-25,0.0,1.0,0.0
2017-11-26,0.0,1.0,0.0
2017-11-27,0.0,1.0,0.0
2017-11-28,0.0,1.0,0.0
2017-11-29,0.0,1.0,0.0
2017-11-30,0.0,1.0,0.0
2017-12-01,0.0,1.0,0.0
2017-12-02,0.0,1.0,0.0
2017-12-03,0.0,1.0,0.0
2017-12-04,0.0,1.0,0.0
2017-12-05,0.0,1.0,0.0
2017-12-06,0.0,1.0,0.0
2017-12-07,1.0,3.7279180907044024e-81,0.0
2017-12-08,1.0,1.8750164437766677e-93,0.0
2017-12-09,1.0,2.9280864368129714e-105,0.0
2017-12-10,1.0,3.4609291427200008e-105,0.0
2017-12-11,1.0,3.717582000052023e-105,0.0
2017-12-12,1.0,5.015407411972889e-109,0.0
2017-12-13,1.0,3.5438662206626343e-100,0.0
2017-12-14,1.0,3.6683279030553788e-93,0.0
2017-12-15,1.0,3.456884055863435e-86,0.0
2017-12-16,1.0,1.2304680784194137e-104,0.0
2017-12-17,1.0,1.1269042850078226e-104,0.0
2017-12-18,1.0,8.178524371142355e-105,0.0
2017-12-19,1.0,1.6071989491621603e-104,0.0
2017-12-20,1.0,4.4578831558634367e-97,0.0
2017-12-21,1.0,4.582739274564604e-102,0.0
2017-12-22,1.0,3.2262739499415128e-102,0.0
2017-12-23,1.0,1.1809894627398217e-97,0.0
2017-12-24,1.0,9.680868437051799e-98,0.0
2017-12-25,1.0,5.503032058229281e-98,0.0
2017-12-27,1.0,1.5630991632432188e-91,0.0
2017-12-28,1.0,1.7785063488910058e-86,0.0
2017-12-29,1.0,1.1230342288799144e-88,0.0
2017-12-30,1.0,1.694378843387481e-75,0.0
2017-12-31,1.0,9.355545853948595e-76,0.0
2018-01-01,1.0,1.023910260071482e-75,0.0
2018-01-03,1.0,4.670572681254993e-111,0.0
2018-01-04,1.0,4.953111120859872e-123,0.0
2018-01-05,1.0,2.6380423607067297e-121,0.0
2018-01-06,1.0,4.5652478683524486e-126,0.0
2018-01-07,1.0,2.4363418504721623e-125,0.0
2018-01-08,1.0,9.410524060159875e-126,0.0
2018-01-09,1.0,5.631010962274764e-123,0.0
2018-01-10,1.0,3.045090060706156e-117,0.0
2018-01-11,1.0,2.0938845286246902e-120,0.0
2018-01-12,1.0,5.664194609814263e-118,0.0
2018-01-13,1.0,1.7475956842079004e-111,0.0
2018-01-14,1.0,2.3016951134460714e-112,0.0
2018-01-15,1.0,2.3600779276330964e-111,0.0
2018-01-17,1.0,2.748687824868334e-88,0.0
2018-01-18,1.0,1.0243850683161454e-89,0.0
2018-01-19,1.0,7.954776015727208e-90,0.0
2018-01-20,1.0,9.220140099708376e-102,0.0
2018-01-21,1.0,2.257128924341634e-102,0.0
2018-01-22,1.0,8.606995947319134e-103,0.0
2018-01-23,1.0,2.6176029019260487e-107,0.0
2018-01-24,1.0,2.423548787232842e-104,0.0
2018-01-25,1.0,2.395647033649012e-99,0.0
2018-01-26,1.0,1.2375930907538663e-96,0.0
2018-01-27,1.0,3.719290833753407e-103,0.0
2018-01-28,1.0,1.0494283261403962e-103,0.0
2018-01-29,1.0,3.480912251662546e-104,0.0
2018-01-31,1.0,4.548344579244689e-80,0.0
2018-02-01,1.0,2.815096062501381e-87,0.0
2018-02-02,1.0,5.737022021713967e-91,0.0
2018-02-03,1.0,7.07777623955907e-76,0.0
2018-02-04,1.0,3.164740969467287e-75,0.0
2018-02-05,1.0,5.113620311535572e-75,0.0
2018-02-06,0.0,1.0,0.0
2018-02-07,0.0,1.0,0.0
2018-02-08,3.7182215796734246e-240,1.0,0.0
2018-02-09,0.0,1.0,0.0
2018-02-10,0.0,1.0,0.0
2018-02-11,0.0,1.0,0.0
2018-02-12,0.0,1.0,0.0
2018-02-13,9.265688605376278e-139,1.0,0.0
2018-02-14,3.297146708931213e-116,1.0,0.0
2018-02-15,1.0,6.81930060084051e-39,0.0
2018-02-16,1.0,5.632658481426869e-38,0.0
2018-02-17,1.0,2.8648880515351394e-29,0.0
2018-02-18,1.0,3.291562949417839e-29,0.0
2018-02-19,1.0,3.7323688858500077e-29,0.0
2018-02-21,0.9999999999423892,5.7609819362663905e-11,0.0
2018-02-22,1.0,2.7789625272474966e-26,0.0
2018-02-23,1.0,3.5094075531686587e-44,0.0
2018-02-24,1.0,1.4147471876633597e-66,0.0
2018-02-25,1.0,1.4640116443242579e-66,0.0
2018-02-26,1.0,1.5190079388995134e-66,0.0
2018-02-27,1.0,1.5393182299697497e-75,0.0
2018-02-28,1.0,1.372411837359176e-51,0.0
2018-03-01,1.0,7.184987904564964e-33,0.0
2018-03-02,0.00044162243547975905,0.9995583775645152,0.0
2018-03-03,1.0,6.168771565311598e-54,0.0
2018-03-04,1.0,5.073763623393514e-54,0.0
2018-03-05,1.0,3.931574964007818e-54,0.0
2018-03-06,1.0,9.912353579728104e-69,0.0
2018-03-07,1.0,1.4446698779016569e-69,0.0
2018-03-08,1.0,2.6675976621947677e-74,0.0
2018-03-09,1.0,8.37350904521946e-84,0.0
2018-03-10,1.0,4.905897096270578e-99,0.0
2018-03-11,1.0,4.736137329508514e-99,0.0
2018-03-12,1.0,4.567429448933415e-99,0.0
2018-03-13,1.0,4.251401238835197e-89,0.0
2018-03-14,1.0,1.6058094292680334e-82,0.0
2018-03-15,1.0,1.4112017020286034e-71,0.0
2018-03-16,1.0,3.3054215598741147e-74,0.0
2018-03-17,1.0,1.0929614722004706e-79,0.0
2018-03-18,1.0,4.3593318986757694e-73,0.0
2018-03-19,1.0,3.4355847168693825e-71,0.0
2018-03-20,1.0,7.601945958852509e-41,0.0
2018-03-21,1.0,3.91618897073495e-55,0.0
2018-03-22,1.0,1.1369723498538392e-63,0.0
2018-03-23,4.41861715419294e-51,1.0,0.0
2018-03-24,6.796787069379711e-109,1.0,0.0
2018-03-25,1.091225319778714e-109,1.0,0.0
2018-03-26,7.672720892880136e-113,1.0,0.0
2018-03-27,0.00031723687162283487,0.9996827631283802,0.0
2018-03-28,1.2970979757269726e-37,1.0,0.0
2018-03-29,3.2744998106414247e-46,1.0,0.0
2018-03-30,0.9999999999995168,4.784772752530853e-13,0.0
2018-04-03,2.7787481048006023e-36,1.0,0.0
2018-04-04,1.0,8.163555723921827e-34,0.0
2018-04-05,1.0,1.5161888011976869e-58,0.0
2018-04-06,1.0,3.894237764029464e-80,0.0
2018-04-07,1.0,7.343011511340333e-36,0.0
2018-04-08,1.0,1.578859510078261e-36,0.0
2018-04-09,1.0,2.015663460878072e-36,0.0
2018-04-10,1.0,2.2271587463238195e-29,0.0
2018-04-11,1.0,1.0906995891143575e-50,0.0
2018-04-12,1.0,4.487928720884554e-55,0.0
2018-04-13,1.0,5.611888045630168e-81,0.0
2018-04-14,1.0,5.071560074091611e-85,0.0
2018-04-15,1.0,7.397508511808226e-88,0.0
2018-04-16,1.0,8.45400119573423e-90,0.0
2018-04-17,1.0,2.7643798510082154e-90,0.0
2018-04-18,1.0,5.4262588364683705e-93,0.0
2018-04-19,1.0,2.8084419268803353e-98,0.0
2018-04-20,1.0,5.330629684740863e-103,0.0
2018-04-21,1.0,3.8167511149869725e-103,0.0
2018-04-22,1.0,1.2666932684810717e-101,0.0
2018-04-23,1.0,2.3269881253869114e-104,0.0
2018-04-24,1.0,3.7604594337777547e-106,0.0
2018-04-25,1.0,1.7294455168923875e-96,0.0
2018-04-26,1.0,2.6177060098434235e-102,0.0
2018-04-27,1.0,2.903106227433562e-110,0.0
2018-04-28,1.0,1.0655618959074737e-106,0.0
2018-04-29,1.0,1.9959430435218162e-106,0.0
2018-04-30,1.0,8.244969562409385e-106,0.0
2018-05-01,1.0,2.732219909150107e-97,0.0
2018-05-02,1.0,2.0549241877203567e-106,0.0
2018-05-03,1.0,3.3931964079959554e-102,0.0
2018-05-04,1.0,4.141313185360128e-99,0.0
2018-05-05,1.0,8.778641360847049e-103,0.0
2018-05-06,1.0,9.551468575329717e-103,0.0
2018-05-07,1.0,1.7332084659902893e-101,0.0
2018-05-08,1.0,1.4103520477300102e-104,0.0
2018-05-09,1.0,1.965316745741045e-104,0.0
2018-05-10,1.0,6.904822694805749e-114,0.0
2018-05-11,1.0,1.3975499957839306e-114,0.0
2018-05-12,1.0,4.2491995978211e-119,0.0
2018-05-13,1.0,2.8672213685757717e-119,0.0
2018-05-14,1.0,2.1064592093030466e-119,0.0
2018-05-15,1.0,3.834627114377326e-121,0.0
2018-05-16,1.0,1.5194343643078527e-112,0.0
2018-05-17,1.0,5.163062637835647e-120,0.0
2018-05-18,1.0,1.7796552447066494e-123,0.0
2018-05-19,1.0,2.3809315383941663e-119,0.0
2018-05-20,1.0,2.3454332286253292e-119,0.0
2018-05-21,1.0,1.909128863049152e-120,0.0
2018-05-22,1.0,4.8739501328775636e-120,0.0
2018-05-23,1.0,1.1169557623434133e-117,0.0
2018-05-24,1.0,1.0199601467859785e-122,0.0
2018-05-25,1.0,7.485055929686617e-122,0.0
2018-05-26,1.0,2.8722649335690673e-112,0.0
2018-05-27,1.0,3.0560706499955697e-112,0.0
2018-05-28,1.0,9.570654179604997e-112,0.0
2018-05-30,1.0,5.212496333626579e-96,0.0
2018-05-31,1.0,1.6356440272039686e-100,0.0
2018-06-01,1.0,3.404794777386134e-96,0.0
2018-06-02,1.0,1.0681246854457566e-129,0.0
2018-06-03,1.0,9.917634760569814e-130,0.0
2018-06-04,1.0,8.740869070848307e-130,0.0
2018-06-05,1.0,5.1764629756478064e-145,0.0
2018-06-06,1.0,3.8320982989772407e-150,0.0
2018-06-07,1.0,1.9683883129551535e-163,0.0
2018-06-08,1.0,1.7473757386910595e-155,0.0
2018-06-09,1.0,2.684302084308493e-157,0.0
2018-06-10,1.0,2.138528357366775e-157,0.0
2018-06-11,1.0,1.847702500924049e-157,0.0
2018-06-12,1.0,5.798756094777741e-156,0.0
2018-06-13,1.0,1.471061087681146e-154,0.0
2018-06-14,1.0,2.101235947601073e-144,0.0
2018-06-15,1.0,4.091102281171873e-143,0.0
2018-06-16,1.0,1.2501945430135739e-146,0.0
2018-06-17,1.0,1.136606748734444e-146,0.0
2018-06-18,1.0,9.289797654730766e-147,0.0
2018-06-19,1.0,2.258836386918462e-143,0.0
2018-06-20,1.0,2.3997191919267986e-133,0.0
2018-06-21,1.0,2.8865836061217938e-139,0.0
2018-06-22,1.0,1.4517495118760189e-126,0.0
2018-06-23,1.0,2.486468070470418e-128,0.0
2018-06-24,1.0,1.660011029897178e-128,0.0
2018-06-25,1.0,5.396364488036246e-128,0.0
2018-06-26,1.0,5.135517129064365e-122,0.0
2018-06-27,1.0,6.174011964043243e-124,0.0
2018-06-28,1.0,8.98970610504188e-115,0.0
2018-06-29,1.0,1.9861190195158862e-118,0.0
2018-06-30,1.0,3.237959145895503e-117,0.0
2018-07-01,1.0,7.916293441430058e-117,0.0
2018-07-02,1.0,1.2429253771063295e-136,0.0
2018-07-03,1.0,2.1456374882238192e-132,0.0
2018-07-04,1.0,3.487979691369065e-132,0.0
2018-07-06,1.0,4.63971190579946e-143,0.0
2018-07-07,1.0,2.5959146226596525e-150,0.0
2018-07-08,1.0,2.8639447571749354e-150,0.0
2018-07-09,1.0,3.1284070220815053e-150,0.0
2018-07-10,1.0,1.696791185669391e-155,0.0
2018-07-11,1.0,1.3561981446649502e-156,0.0
2018-07-12,1.0,1.897543530148908e-147,0.0
2018-07-13,1.0,2.8679841098926484e-156,0.0
2018-07-14,1.0,1.851552852835276e-157,0.0
2018-07-15,1.0,2.0112812070980055e-157,0.0
2018-07-16,1.0,2.8482627118159723e-155,0.0
2018-07-17,1.0,6.1098917117241645e-155,0.0
2018-07-18,1.0,1.6922185185697047e-160,0.0
2018-07-19,1.0,3.554966659107153e-167,0.0
2018-07-20,1.0,2.2707910237063078e-154,0.0
2018-07-21,1.0,1.832662107007281e-158,0.0
2018-07-22,1.0,1.7436643989708963e-158,0.0
2018-07-23,1.0,1.7630087870673488e-158,0.0
2018-07-24,1.0,1.9058673494836757e-165,0.0
2018-07-25,1.0,1.8788217246022771e-168,0.0
2018-07-26,1.0,9.253294686305207e-164,0.0
2018-07-27,1.0,2.8903905820924754e-166,0.0
2018-07-28,1.0,1.504556376003715e-157,0.0
2018-07-29,1.0,1.901203048651023e-157,0.0
2018-07-30,1.0,4.1462013772502536e-156,0.0
2018-07-31,1.0,7.11582805627361e-151,0.0
2018-08-01,1.0,4.10377491660206e-157,0.0
2018-08-02,1.0,1.186337588867182e-159,0.0
2018-08-03,1.0,6.737089853044376e-170,0.0
2018-08-04,1.0,2.319077362328524e-177,0.0
2018-08-05,1.0,8.494835046615753e-181,0.0
2018-08-06,1.0,6.724710464921399e-181,0.0
2018-08-07,1.0,4.747825568390234e-184,0.0
2018-08-08,1.0,3.253383252725805e-188,0.0
2018-08-09,1.0,5.008749713832977e-189,0.0
2018-08-10,1.0,3.2044638783948347e-185,0.0
2018-08-11,1.0,1.685142014203044e-159,0.0
2018-08-12,1.0,9.193373496843616e-159,0.0
2018-08-13,1.0,6.8542559895557514e-158,0.0
2018-08-14,1.0,5.102595815466916e-153,0.0
2018-08-15,1.0,1.548508338065289e-156,0.0
2018-08-16,1.0,7.974436432760709e-146,0.0
2018-08-17,1.0,1.828657038151558e-153,0.0
2018-08-18,1.0,2.453680025434235e-161,0.0
2018-08-19,1.0,2.3302685010169327e-161,0.0
2018-08-20,1.0,3.3032809559417806e-162,0.0
2018-08-21,1.0,4.279690381027006e-157,0.0
2018-08-22,1.0,1.7861802670811882e-155,0.0
2018-08-23,1.0,3.9109124455644486e-157,0.0
2018-08-24,1.0,8.129812941049041e-154,0.0
2018-08-25,1.0,2.3928468784960294e-156,0.0
2018-08-26,1.0,2.1517043962334647e-156,0.0
2018-08-27,1.0,5.999267656503714e-156,0.0
2018-08-28,1.0,2.3208084700811902e-153,0.0
2018-08-29,1.0,1.7552933518535426e-155,0.0
2018-08-30,1.0,7.763683787430325e-159,0.0
2018-08-31,1.0,1.214424723418229e-151,0.0
2018-09-01,1.0,1.0572690006563214e-157,0.0
2018-09-02,1.0,3.1945409131619504e-167,0.0
2018-09-03,1.0,1.6136979974167895e-167,0.0
2018-09-05,1.0,4.1121407083392065e-171,0.0
2018-09-06,1.0,4.555327063012393e-167,0.0
2018-09-07,1.0,9.387046208772702e-163,0.0
2018-09-08,1.0,2.4021256799656894e-161,0.0
2018-09-09,1.0,6.238007978436274e-161,0.0
2018-09-10,1.0,1.616384819902381e-160,0.0
2018-09-11,1.0,7.840824463717694e-158,0.0
2018-09-12,1.0,1.045323555112314e-162,0.0
2018-09-13,1.0,2.329551938872884e-163,0.0
2018-09-14,1.0,1.669597148830691e-166,0.0
2018-09-15,1.0,3.672398089050153e-168,0.0
2018-09-16,1.0,3.790350340143517e-168,0.0
2018-09-17,1.0,3.4742121902736366e-168,0.0
2018-09-18,1.0,3.822378787496363e-155,0.0
2018-09-19,1.0,1.770268007885235e-163,0.0
2018-09-20,1.0,3.9890072548330785e-177,0.0
2018-09-21,1.0,3.175022659518579e-177,0.0
2018-09-22,1.0,8.996440296117881e-179,0.0
2018-09-23,1.0,5.606095075866761e-179,0.0
2018-09-24,1.0,4.026518811900869e-179,0.0
2018-09-25,1.0,3.176723860836951e-171,0.0
2018-09-26,1.0,7.075356802461269e-173,0.0
2018-09-27,1.0,2.2165259219172542e-163,0.0
2018-09-28,1.0,2.4114705723638897e-169,0.0
2018-09-29,1.0,9.818541775253529e-176,0.0
2018-09-30,1.0,1.2030114636946097e-175,0.0
2018-10-01,1.0,1.566638555247771e-175,0.0
2018-10-02,1.0,2.404845367799895e-243,0.0
2018-10-03,1.0,4.204509934395919e-244,0.0
2018-10-04,1.0,4.2806713344027666e-262,0.0
2018-10-05,1.0,1.2568450302450384e-244,0.0
2018-10-06,1.0,9.364944278499338e-247,0.0
2018-10-07,1.0,8.250124835561862e-247,0.0
2018-10-08,1.0,1.3572811275302247e-247,0.0
2018-10-10,1.0,1.1448999823462925e-242,0.0
2018-10-11,1.0,3.4085081947780866e-183,0.0
2018-10-12,1.0,2.060440164591682e-105,0.0
2018-10-13,1.0,6.65319221024113e-185,0.0
2018-10-14,1.0,3.7205345516197148e-183,0.0
2018-10-15,1.0,8.005879625804737e-182,0.0
2018-10-16,1.0,4.250500123778119e-178,0.0
2018-10-17,1.0,4.051981962035738e-208,0.0
2018-10-18,1.0,4.885415547751713e-212,0.0
2018-10-19,1.0,2.2467099269913756e-196,0.0
2018-10-20,1.0,1.3329922604891344e-191,0.0
2018-10-21,1.0,5.588747147277849e-191,0.0
2018-10-22,1.0,2.075703850211082e-190,0.0
2018-10-23,1.0,4.831400721703375e-191,0.0
2018-10-24,1.0,7.342977908222677e-179,0.0
2018-10-25,1.0,7.985488208587759e-81,0.0
2018-10-26,1.0,8.643542413545287e-115,0.0
2018-10-27,1.0,1.1176451453334975e-108,0.0
2018-10-28,1.0,3.4485838216598784e-107,0.0
2018-10-29,1.0,6.683433696081268e-106,0.0
2018-10-30,1.0,1.0629057661902477e-91,0.0
2018-10-31,1.0,3.528653725415701e-140,0.0
2018-11-01,1.0,3.5905782543106152e-186,0.0
2018-11-02,1.0,2.3202708227838895e-216,0.0
2018-11-03,1.0,2.7506382620176667e-214,0.0
2018-11-04,1.0,6.320839254681313e-214,0.0
2018-11-05,1.0,4.6298194202268805e-212,0.0
2018-11-06,1.0,3.377029457158749e-201,0.0
2018-11-07,1.0,9.667902246355216e-201,0.0
2018-11-08,1.0,1.6847790128476058e-219,0.0
2018-11-09,1.0,2.4789956144702865e-219,0.0
2018-11-10,1.0,7.160970482494142e-216,0.0
2018-11-11,1.0,1.2516060096314114e-215,0.0
2018-11-12,1.0,5.587853791769883e-216,0.0
2018-11-14,1.0,3.9778148168792564e-200,0.0
2018-11-15,1.0,2.373108013013165e-183,0.0
2018-11-16,1.0,2.3310157301231323e-196,0.0
2018-11-17,1.0,2.604418603768839e-210,0.0
2018-11-18,1.0,4.5027608969708315e-210,0.0
2018-11-19,1.0,9.035501561271712e-210,0.0
2018-11-20,1.0,7.440249931973535e-194,0.0
2018-11-21,1.0,7.685009210739459e-159,0.0
2018-11-22,1.0,1.1275944080566875e-179,0.0
2018-11-24,1.0,7.934785170788237e-166,0.0
2018-11-25,1.0,5.459350973977278e-167,0.0
2018-11-26,1.0,1.256578461233336e-166,0.0
2018-11-27,1.0,1.051552330788668e-190,0.0
2018-11-28,1.0,7.28575594597976e-189,0.0
2018-11-29,1.0,4.77593690849098e-194,0.0
2018-11-30,1.0,2.22543753568242e-185,0.0
2018-12-01,1.0,1.6982230120233332e-189,0.0
2018-12-02,1.0,1.9107173929572568e-212,0.0
2018-12-03,1.0,1.478016872731105e-212,0.0
2018-12-04,1.0,1.1289175914161374e-214,0.0
2018-12-05,1.0,1.5596800115088418e-185,0.0
2018-12-07,1.0,8.627677964684296e-182,0.0
2018-12-08,1.0,1.860689335937148e-143,0.0
2018-12-09,1.0,4.504933970701902e-142,0.0
2018-12-10,1.0,2.2865298958347222e-141,0.0
2018-12-11,1.0,4.375816310649753e-160,0.0
2018-12-12,1.0,1.498404682547972e-171,0.0
2018-12-13,1.0,1.8869921232338684e-183,0.0
2018-12-14,1.0,2.8354352005914086e-196,0.0
2018-12-15,1.0,1.2928848367873235e-187,0.0
2018-12-16,1.0,4.0623412211915916e-189,0.0
2018-12-17,1.0,3.556994929367187e-189,0.0
2018-12-18,1.0,5.996430392402775e-125,0.0
2018-12-19,1.0,1.5569768581161308e-96,0.0
2018-12-20,1.0,1.430512470146331e-78,0.0
2018-12-21,9.131542318225148e-56,1.0,0.0
2018-12-22,7.383500882955886e-141,1.0,0.0
2018-12-23,7.413614610249675e-145,1.0,0.0
2018-12-24,2.973996494780481e-148,1.0,0.0
2018-12-25,0.0,1.0,0.0
2018-12-27,1.0186753403586423e-150,1.0,0.0
2018-12-28,8.192085262720461e-138,1.0,0.0
2018-12-29,7.68262872448967e-40,1.0,0.0
2018-12-30,1.304536530112321e-40,1.0,0.0
2018-12-31,7.562242152136701e-41,1.0,0.0
2019-01-01,1.0,1.9595809921087803e-77,0.0
2019-01-03,1.0,1.1342192550014298e-182,0.0
2019-01-04,1.0,9.448686162876942e-110,0.0
2019-01-05,1.0,1.4331435738732743e-205,0.0
2019-01-06,1.0,3.683610241795324e-210,0.0
2019-01-07,1.0,2.1369435256243096e-210,0.0
2019-01-08,1.0,4.53889883090291e-206,0.0
2019-01-09,1.0,8.088629693457314e-221,0.0
2019-01-10,1.0,7.451609651409162e-228,0.0
2019-01-11,1.0,1.38475027365945e-236,0.0
2019-01-12,1.0,5.613943665151586e-242,0.0
2019-01-13,1.0,1.6000725626627166e-242,0.0
2019-01-14,1.0,4.1352604117031695e-243,0.0
2019-01-15,1.0,2.2447984321161478e-243,0.0
2019-01-16,1.0,5.657610580240026e-248,0.0
2019-01-17,1.0,2.3204787233778875e-247,0.0
2019-01-18,1.0,2.9035758556735595e-253,0.0
2019-01-19,1.0,6.408078771177135e-252,0.0
2019-01-20,1.0,4.322242604600864e-252,0.0
2019-01-21,1.0,3.4740175158360896e-252,0.0
2019-01-23,1.0,2.7796582806192666e-228,0.0
2019-01-24,1.0,1.2229140270736853e-243,0.0
2019-01-25,1.0,1.065818735234102e-247,0.0
2019-01-26,1.0,5.139098284916859e-248,0.0
2019-01-27,1.0,3.985240155838209e-248,0.0
2019-01-28,1.0,1.959195956580095e-248,0.0
2019-01-29,1.0,1.3807534949184727e-239,0.0
2019-01-30,1.0,3.5882565927553224e-239,0.0
2019-01-31,1.0,2.1997644844326844e-250,0.0
2019-02-01,1.0,4.69625581307742e-258,0.0
2019-02-02,1.0,4.4152535399616405e-263,0.0
2019-02-03,1.0,2.2735736398406918e-263,0.0
2019-02-04,1.0,1.1469982004276811e-263,0.0
2019-02-05,1.0,2.2978452068187993e-267,0.0
2019-02-06,1.0,6.294882690115936e-265,0.0
2019-02-07,1.0,4.4472597879538894e-268,0.0
2019-02-08,1.0,2.132324996098739e-262,0.0
2019-02-09,1.0,1.2004732107340146e-264,0.0
2019-02-10,1.0,6.078950298775779e-265,0.0
2019-02-11,1.0,3.3033389046737647e-265,0.0
2019-02-12,1.0,1.7078797832182336e-269,0.0
2019-02-13,1.0,7.401947539637259e-272,0.0
2019-02-14,1.0,2.075835014635558e-273,0.0
2019-02-15,1.0,8.561343606921564e-267,0.0
2019-02-16,1.0,1.1673191344595694e-269,0.0
2019-02-17,1.0,9.981743553969643e-270,0.0
2019-02-18,1.0,1.3629199127963814e-270,0.0
2019-02-20,1.0,1.121791197146339e-268,0.0
2019-02-21,1.0,2.3358181275011829e-271,0.0
2019-02-22,1.0,4.5217097758343173e-268,0.0
2019-02-23,1.0,4.1384673022364424e-277,0.0
2019-02-24,1.0,2.9160430498132624e-277,0.0
2019-02-25,1.0,4.2873615472055194e-277,0.0
2019-02-26,1.0,3.952199261667574e-269,0.0
2019-02-27,1.0,4.424142950781675e-264,0.0
2019-02-28,1.0,1.3815908603276502e-272,0.0
2019-03-01,1.0,5.6100620900149455e-272,0.0
2019-03-02,1.0,6.108638563797107e-284,0.0
2019-03-03,1.0,5.45088561914551e-284,0.0
2019-03-04,1.0,6.578520513061553e-288,0.0
2019-03-05,1.0,1.7464636617288093e-278,0.0
2019-03-06,1.0,2.5173653857502995e-277,0.0
2019-03-07,1.0,3.3431042052571846e-274,0.0
2019-03-08,1.0,2.1171798777011957e-286,0.0
2019-03-09,1.0,6.41238895631829e-284,0.0
2019-03-10,1.0,9.08193448492091e-284,0.0
2019-03-11,1.0,1.311942750004563e-283,0.0
2019-03-12,1.0,6.185635660635017e-287,0.0
2019-03-13,1.0,1.3050679985781881e-284,0.0
2019-03-14,1.0,9.471924217289712e-288,0.0
2019-03-15,1.0,5.811342850378793e-288,0.0
2019-03-16,1.0,1.8756567811290943e-291,0.0
2019-03-17,1.0,1.55435539620265e-291,0.0
2019-03-18,1.0,1.7784361153460658e-285,0.0
2019-03-19,1.0,1.2238388121182668e-283,0.0
2019-03-20,1.0,2.974482436989023e-281,0.0
2019-03-21,1.0,5.91904437100326e-273,0.0
2019-03-22,1.0,2.8272649450218137e-279,0.0
2019-03-23,1.0,1.600479139633159e-274,0.0
2019-03-24,1.0,2.0557958141073479e-274,0.0
2019-03-25,1.0,7.52134916930926e-275,0.0
2019-03-26,1.0,1.820115429523529e-276,0.0
2019-03-27,1.0,5.626800732484719e-283,0.0
2019-03-28,1.0,1.3802572402869808e-278,0.0
2019-03-29,1.0,2.9687002358747166e-284,0.0
2019-03-30,1.0,1.1440013221713131e-286,0.0
2019-03-31,1.0,1.5424347621054688e-286,0.0
2019-04-01,1.0,4.0192713362050783e-284,0.0
2019-04-02,1.0,6.70172581969656e-297,0.0
2019-04-03,1.0,4.489682490102379e-301,0.0
2019-04-04,1.0,6.319829979588845e-300,0.0
2019-04-05,1.0,3.3659139588057962e-301,0.0
2019-04-06,1.0,3.4187999646405214e-302,0.0
2019-04-07,1.0,3.7062980350347455e-302,0.0
2019-04-08,1.0,1.8673926256961236e-301,0.0
2019-04-09,1.0,6.105006936762664e-299,0.0
2019-04-10,1.0,1.9438220035333413e-290,0.0
2019-04-11,1.0,5.112646785769501e-296,0.0
2019-04-12,1.0,3.6202543515385784e-299,0.0
2019-04-13,1.0,7.083161930126e-311,0.0
2019-04-14,1.0,6.0478449202907e-311,0.0
2019-04-15,1.0,4.187006384422162e-302,0.0
2019-04-16,1.0,2.467639937033882e-296,0.0
2019-04-17,1.0,1.3620174852319978e-305,0.0
2019-04-18,1.0,1.5344239197237393e-301,0.0
2019-04-19,1.0,1.028320432550251e-307,0.0
2019-04-23,1.0,1.2302754781180217e-308,0.0
2019-04-24,1.0,6.81207317e-316,0.0
2019-04-25,1.0,2.414302254364064e-307,0.0
2019-04-26,1.0,1.251770305862804e-306,0.0
2019-04-27,1.0,4.2923987713e-314,0.0
2019-04-28,1.0,3.09600006897e-313,0.0
2019-04-29,1.0,7.12182548381e-312,0.0
2019-04-30,1.0,2.06374070874686e-310,0.0
2019-05-01,1.0,1.0926345740201775e-308,0.0
2019-05-02,1.0,9.02751030285998e-283,0.0
2019-05-03,1.0,1.0365418613948537e-285,0.0
2019-05-04,1.0,1.7702068629111818e-295,0.0
2019-05-05,1.0,2.052239653201681e-295,0.0
2019-05-06,1.0,7.542735045374689e-299,0.0
2019-05-07,1.0,8.497968466768036e-286,0.0
2019-05-08,1.0,2.643337498321882e-269,0.0
2019-05-09,1.0,2.889650980144981e-269,0.0
2019-05-10,1.0,1.4191383051539983e-267,0.0
2019-05-11,1.0,6.720124774412333e-276,0.0
2019-05-12,1.0,2.0889341021597098e-275,0.0
2019-05-13,1.0,5.983945322909837e-275,0.0
2019-05-14,1.0,5.581244541032578e-249,0.0
2019-05-15,1.0,1.7731597105897887e-267,0.0
2019-05-16,1.0,1.0995669581316816e-258,0.0
2019-05-17,1.0,3.636566140338908e-262,0.0
2019-05-18,1.0,3.8286167011267603e-258,0.0
2019-05-19,1.0,5.93296571534409e-258,0.0
2019-05-20,1.0,1.5371428385322903e-257,0.0
2019-05-21,1.0,7.457307270026988e-257,0.0
2019-05-22,1.0,1.5983865724368231e-257,0.0
2019-05-23,1.0,1.011182131386074e-256,0.0
2019-05-24,1.0,7.61834772863088e-247,0.0
2019-05-25,1.0,3.991429655102123e-243,0.0
2019-05-26,1.0,5.082423477940197e-243,0.0
