Date,P_Risk-On,P_Risk-Off,P_Neutral,regime_label,regime_cluster
2020-03-03,1.6491326993785098e-20,5.83769137518872e-15,0.9999999999999947,Neutral,1
2020-03-04,2.0277185489907228e-27,2.5474274747411623e-18,1.0,Neutral,1
2020-03-05,1.0858727059753958e-25,1.7679145303094594e-15,1.0,Neutral,1
2020-03-06,1.6201711040905393e-34,3.136477563816017e-23,1.0,Neutral,1
2020-03-07,1.0766356400650539e-37,4.653588623976795e-29,1.0,Neutral,1
2020-03-08,1.7295204118059173e-34,1.2696101958552422e-26,1.0,Neutral,1
2020-03-09,1.456610455093008e-36,1.866000931910369e-28,1.0,Neutral,1
2020-03-10,6.628900179188074e-62,1.441720051674209e-46,1.0,Neutral,1
2020-03-11,2.9523183806717426e-44,6.197524990170923e-33,1.0,Neutral,1
2020-03-12,6.201129351938685e-58,2.5445079230654955e-41,1.0,Neutral,1
2020-03-13,7.066879560223722e-119,4.620908999888863e-74,1.0,Neutral,1
2020-03-14,8.151453191631796e-64,1.9494678858412726e-42,1.0,Neutral,1
2020-03-15,8.029696978516074e-71,5.383056179681745e-49,1.0,Neutral,1
2020-03-16,4.928525194184028e-65,6.178274591419085e-45,1.0,Neutral,1
2020-03-17,2.461540396895138e-145,3.9989693260749725e-96,1.0,Neutral,1
2020-03-18,2.813906300751841e-138,3.6008521141801385e-85,1.0,Neutral,1
2020-03-19,1.3481692266448398e-114,2.1181889427784465e-64,1.0,Neutral,1
2020-03-20,2.27641589897134e-95,1.895348466406302e-46,1.0,Neutral,1
2020-03-21,1.3526836367360137e-77,1.11535451173715e-32,1.0,Neutral,1
2020-03-22,3.616339648919985e-83,8.27501870729691e-42,1.0,Neutral,1
2020-03-23,3.909518072828724e-77,3.897359978008679e-37,1.0,Neutral,1
2020-03-24,4.5642533908263777e-66,2.839299687604365e-31,1.0,Neutral,1
2020-03-25,5.797698250271574e-80,2.1696126125254322e-38,1.0,Neutral,1
2020-03-26,3.947553710468237e-103,3.964821821994375e-53,1.0,Neutral,1
2020-03-27,3.239991207029238e-116,4.020238721643312e-61,1.0,Neutral,1
2020-03-28,1.9240344468175965e-123,2.3858637463758538e-73,1.0,Neutral,1
2020-03-29,2.320559011783685e-134,1.4739886591237491e-77,1.0,Neutral,1
2020-03-30,1.0775817832907502e-104,4.852552808640699e-64,1.0,Neutral,1
2020-03-31,9.889044433711619e-80,6.993674412727406e-45,1.0,Neutral,1
2020-04-01,5.256625255887449e-56,6.991984121492516e-34,1.0,Neutral,1
2020-04-02,1.4852293982572897e-76,6.77093246848333e-34,1.0,Neutral,1
2020-04-03,1.41519824516692e-62,4.518393401996105e-21,1.0,Neutral,1
2020-04-04,3.9046849875361234e-51,8.914457388681393e-14,0.9999999999999112,Neutral,1
2020-04-05,1.730751960916908e-49,2.5981451566022667e-12,0.999999999997403,Neutral,1
2020-04-06,4.1155910913677073e-47,4.9883835816507356e-11,0.9999999999501163,Neutral,1
2020-04-07,3.279664314477608e-59,1.965581413840744e-15,0.9999999999999964,Neutral,1
2020-04-08,3.6779482587363475e-59,1.6146179040700708e-16,1.0,Neutral,1
2020-04-09,4.243334474416091e-62,1.3564002534065018e-15,1.0,Neutral,1
2020-04-10,1.0022121391040006e-63,3.4360504257860985e-15,0.9999999999999964,Neutral,1
2020-04-11,1.0022121391040006e-63,3.4360504257860985e-15,0.9999999999999964,Neutral,1
2020-04-12,2.8393494176521692e-49,6.695217347753251e-11,0.9999999999330491,Neutral,1
2020-04-13,1.3434374322379591e-45,1.7413977670471575e-09,0.9999999982586019,Neutral,1
2020-04-14,7.691013317123138e-39,3.997777786024756e-08,0.9999999600222232,Neutral,1
2020-04-15,4.764072245488144e-36,1.155931105301107e-05,0.9999884406889455,Neutral,1
2020-04-16,8.973799170218317e-38,6.613883014784538e-07,0.9999993386116997,Neutral,1
2020-04-17,3.864086805933748e-36,3.9691161494339416e-05,0.9999603088385067,Neutral,1
2020-04-18,3.393897981641599e-36,1.4937436767131425e-05,0.9999850625632322,Neutral,1
2020-04-19,1.3732730406778954e-37,4.648633976057214e-06,0.9999953513660256,Neutral,1
2020-04-20,7.022569092547694e-33,0.0016443334690204215,0.998355666530981,Neutral,1
2020-04-21,1.5988402649493971e-43,6.963640253905861e-08,0.9999999303635991,Neutral,1
2020-04-22,2.4852976273859935e-42,2.3622399851319135e-07,0.9999997637760026,Neutral,1
2020-04-23,1.5247238926799404e-35,0.0006683499017629028,0.9993316500982372,Neutral,1
2020-04-24,2.0131514253862762e-34,0.002318105373709693,0.9976818946262899,Neutral,1
2020-04-25,8.072841283561079e-28,0.8353526010611916,0.1646473989388088,Risk-Off,0
2020-04-26,1.1168023557452223e-28,0.5932583545884468,0.40674164541155505,Risk-Off,0
2020-04-27,6.179088217191548e-31,0.2373445056809929,0.7626554943190077,Neutral,1
2020-04-28,1.548535829000369e-27,0.928214340547371,0.07178565945262842,Risk-Off,0
2020-04-29,1.4253793326512721e-27,0.3854205130916143,0.6145794869083843,Neutral,1
2020-04-30,3.7742480813902686e-26,0.10908668862124224,0.8909133113787588,Neutral,1
2020-05-01,3.2381696218605947e-28,5.049627262847226e-05,0.9999495037273713,Neutral,1
2020-05-02,2.4004744039617066e-30,1.8238076696219094e-06,0.999998176192332,Neutral,1
2020-05-03,2.54177092507434e-29,7.734914318847345e-06,0.9999922650856811,Neutral,1
2020-05-04,3.561441640445246e-28,0.000575259456141022,0.9994247405438583,Neutral,1
2020-05-05,1.0582552344139188e-24,0.384879036506166,0.6151209634938338,Neutral,1
2020-05-06,2.0992998294780016e-23,0.9786484486907708,0.021351551309230225,Risk-Off,0
2020-05-07,2.2570939508348076e-24,0.8956550559711335,0.10434494402886663,Risk-Off,0
2020-05-08,7.812802196082009e-24,0.9983766775261185,0.001623322473881083,Risk-Off,0
2020-05-09,1.5164930557721932e-22,0.9997755646901866,0.00022443530981394806,Risk-Off,0
2020-05-10,2.9613969714306094e-22,0.9998303750596531,0.000169624940346525,Risk-Off,0
2020-05-11,6.528314979519941e-22,0.999987936373166,1.2063626833296707e-05,Risk-Off,0
2020-05-12,5.28386358515727e-22,0.9999952598825697,4.740117429526577e-06,Risk-Off,0
2020-05-13,8.714501470569302e-24,0.9993085323773706,0.0006914676226288483,Risk-Off,0
2020-05-14,7.117574617306948e-25,0.9994776142861952,0.0005223857138035759,Risk-Off,0
2020-05-15,1.8034413153124486e-23,0.9999873685238041,1.2631476195511247e-05,Risk-Off,0
2020-05-16,4.276926443513993e-23,0.9999932599057166,6.740094283456751e-06,Risk-Off,0
2020-05-17,4.293307023795549e-23,0.9999932974624511,6.702537548187297e-06,Risk-Off,0
2020-05-18,1.8633052026190796e-24,0.9999997108765202,2.891234798315443e-07,Risk-Off,0
2020-05-19,1.257397790252828e-25,0.9999971589578979,2.841042101971773e-06,Risk-Off,0
2020-05-20,2.910759550184721e-25,0.9999994359773307,5.640226695345491e-07,Risk-Off,0
2020-05-21,1.0782746719301317e-24,0.9999999032504931,9.674950607194085e-08,Risk-Off,0
2020-05-22,7.191628208922708e-25,0.9999996519026839,3.4809731610364566e-07,Risk-Off,0
2020-05-23,3.4618079712317164e-24,0.9999999657545656,3.4245435179168766e-08,Risk-Off,0
2020-05-24,1.9663285242615035e-22,0.9999999926235397,7.376460794039345e-09,Risk-Off,0
2020-05-25,1.7153659657219757e-23,0.9999999991353334,8.646662822709501e-10,Risk-Off,0
2020-05-26,5.2836255231436237e-23,0.9999999996052402,3.9476029520603416e-10,Risk-Off,0
2020-05-27,4.868131290653712e-23,0.9999999145846151,8.541538411702314e-08,Risk-Off,0
2020-05-28,2.675440950612197e-23,0.9999997920516343,2.0794836630201982e-07,Risk-Off,0
2020-05-29,1.1726893152542971e-23,0.9999980335839271,1.9664160723474214e-06,Risk-Off,0
2020-05-30,1.3484438400498388e-23,0.9999994755954027,5.244045968003937e-07,Risk-Off,0
2020-05-31,1.3484438400498388e-23,0.9999994755954027,5.244045968003937e-07,Risk-Off,0
2020-06-01,1.159171882425691e-24,0.9999994837080592,5.162919409701603e-07,Risk-Off,0
2020-06-02,2.614770471959327e-55,0.9999999772461534,2.2753847262467155e-08,Risk-Off,0
2020-06-03,1.0455076791782537e-52,0.9999997347572173,2.652427828134699e-07,Risk-Off,0
2020-06-04,1.4223224586886913e-49,0.9999960958353966,3.904164603050441e-06,Risk-Off,0
2020-06-05,8.213501335624354e-47,0.9999809904675376,1.900953246317975e-05,Risk-Off,0
2020-06-06,1.0816891152147102e-47,0.9999222463629587,7.7753637040036e-05,Risk-Off,0
2020-06-07,3.0672351255835434e-47,0.9999402415478251,5.975845217632767e-05,Risk-Off,0
2020-06-08,4.957650845939254e-46,0.9999751292957941,2.4870704204106497e-05,Risk-Off,0
2020-06-09,1.4245481017414391e-46,0.9998543328068412,0.0001456671931598528,Risk-Off,0
2020-06-10,2.369144498563365e-47,0.9981212814195455,0.0018787185804548378,Risk-Off,0
2020-06-11,1.290844199474856e-44,0.9994183928670065,0.0005816071329940496,Risk-Off,0
2020-06-12,2.015167946933283e-61,0.13696611410432338,0.8630338858956769,Neutral,1
2020-06-13,1.336573287953035e-56,0.9993992026771267,0.0006007973228747607,Risk-Off,0
2020-06-14,2.5473208750424215e-56,0.9996644143496066,0.0003355856503950254,Risk-Off,0
2020-06-15,1.5691324316480152e-57,0.9999879942219745,1.2005778023979832e-05,Risk-Off,0
2020-06-16,2.5176406148510545e-54,0.9999696385544392,3.0361445560332312e-05,Risk-Off,0
2020-06-17,3.7806051538908946e-63,0.9999306998057783,6.930019422047453e-05,Risk-Off,0
2020-06-18,2.0223145585857003e-61,0.9999944859863171,5.51401368131053e-06,Risk-Off,0
2020-06-19,6.442419383825866e-62,0.9999963340817053,3.665918293397799e-06,Risk-Off,0
2020-06-20,8.371726865122993e-65,0.9999936867645451,6.313235454963825e-06,Risk-Off,0
2020-06-21,6.871349185395988e-64,0.9999968109224339,3.1890775668668084e-06,Risk-Off,0
2020-06-22,3.6598431945014476e-65,0.9999999692875794,3.071242145525191e-08,Risk-Off,0
2020-06-23,1.6719924222677633e-60,0.9999999925599283,7.440073031286466e-09,Risk-Off,0
2020-06-24,4.7661795641967926e-57,0.9999998967702215,1.0322977835734095e-07,Risk-Off,0
2020-06-25,3.642014033364758e-61,0.9999998310970533,1.6890294789833745e-07,Risk-Off,0
2020-06-26,3.161165764349004e-61,0.9999999929591787,7.040822936880425e-09,Risk-Off,0
2020-06-27,2.0280294348710506e-63,0.999999982504047,1.7495951452667276e-08,Risk-Off,0
2020-06-28,4.703409119610847e-63,0.9999999866367731,1.3363227973425385e-08,Risk-Off,0
2020-06-29,6.028272302979022e-65,0.9999999984578665,1.5421352684740015e-09,Risk-Off,0
2020-06-30,7.512962878482298e-61,0.9999999765076952,2.3492305306199602e-08,Risk-Off,0
2020-07-01,3.436505499495317e-59,0.9999999910747519,8.925247457370961e-09,Risk-Off,0
2020-07-02,1.3759361836482934e-75,0.9999999969768076,3.023192801184982e-09,Risk-Off,0
2020-07-03,1.1449345501345799e-75,0.9999999991011563,8.988443057305626e-10,Risk-Off,0
2020-07-04,1.1449345501345799e-75,0.9999999991011563,8.988443057305626e-10,Risk-Off,0
2020-07-05,7.681534663476515e-74,0.9999999995835918,4.164078340248219e-10,Risk-Off,0
2020-07-06,4.913684598402008e-72,0.9999999997788365,2.211637497325175e-10,Risk-Off,0
2020-07-07,4.518815334586741e-71,0.9999999962345427,3.765456178193374e-09,Risk-Off,0
2020-07-08,2.6148948909444124e-72,0.9999999970704607,2.9295389064386e-09,Risk-Off,0
2020-07-09,3.2750784341397907e-70,0.9999999942842237,5.7157758025589595e-09,Risk-Off,0
2020-07-10,3.042168886480948e-72,0.9999999844726838,1.552731705131601e-08,Risk-Off,0
2020-07-11,2.167862365949588e-70,0.9999999934658916,6.534109226963301e-09,Risk-Off,0
2020-07-12,6.776338955611844e-69,0.9999999965826021,3.4173983493371852e-09,Risk-Off,0
2020-07-13,2.647146233321239e-71,0.9999999983669312,1.6330679393176736e-09,Risk-Off,0
2020-07-14,8.22938424040117e-75,0.9999999390955187,6.090448023664929e-08,Risk-Off,0
2020-07-15,1.8445361137101672e-70,0.9999999713796801,2.8620320578280696e-08,Risk-Off,0
2020-07-16,6.247802732702142e-68,0.9999999874385389,1.2561461170600169e-08,Risk-Off,0
2020-07-17,8.464760142716579e-69,0.9999999899587486,1.0041252409315883e-08,Risk-Off,0
2020-07-18,8.643750709465883e-65,0.9999999924995322,7.500468465289417e-09,Risk-Off,0
2020-07-19,1.024594266263482e-65,0.9999999886137624,1.1386239033313065e-08,Risk-Off,0
2020-07-20,1.0575086512341982e-69,0.9999999999686331,3.1367972134466244e-11,Risk-Off,0
2020-07-21,7.829526591588952e-70,0.9999999999883897,1.1610046888967975e-11,Risk-Off,0
2020-07-22,1.5038960584738693e-68,0.9999999999256879,7.4312250480718e-11,Risk-Off,0
2020-07-23,4.250862535669225e-68,0.9999999998968434,1.0315805353923539e-10,Risk-Off,0
2020-07-24,8.158465167529646e-70,0.9999999994886188,5.113809403579094e-10,Risk-Off,0
2020-07-25,9.070165355018942e-68,0.999999999306624,6.933772797944154e-10,Risk-Off,0
2020-07-26,3.677640566931586e-67,0.9999999994658637,5.341364999095421e-10,Risk-Off,0
2020-07-27,4.167661064872598e-62,0.9999998951186112,1.0488138794733532e-07,Risk-Off,0
2020-07-28,2.9989004265809447e-58,0.9999981525854633,1.8474145364399348e-06,Risk-Off,0
2020-07-29,6.474973627304774e-60,0.9999973759180601,2.6240819382820488e-06,Risk-Off,0
2020-07-30,2.7340468502664017e-58,0.9999871027142272,1.2897285771340047e-05,Risk-Off,0
2020-07-31,9.869241192204043e-58,0.9998293470935942,0.0001706529064047428,Risk-Off,0
2020-08-01,1.503181630696127e-19,0.9947321208320644,0.005267879167934837,Risk-Off,0
2020-08-02,3.673408384548985e-24,0.9981972790955556,0.0018027209044440091,Risk-Off,0
2020-08-03,3.0592699858941786e-22,0.9231747726290558,0.0768252273709441,Risk-Off,0
2020-08-04,1.3942263251569166e-21,0.968567380884352,0.0314326191156495,Risk-Off,0
2020-08-05,2.735361280276728e-22,0.9612809999503155,0.03871900004968342,Risk-Off,0
2020-08-06,2.707753636983121e-20,0.8941068740468511,0.10589312595314804,Risk-Off,0
2020-08-07,1.2051725073735861e-20,0.8848911936470324,0.11510880635297112,Risk-Off,0
2020-08-08,8.066910175969022e-22,0.9946463690132237,0.005353630986775193,Risk-Off,0
2020-08-09,3.0343419410274378e-21,0.9959405906317825,0.00405940936821768,Risk-Off,0
2020-08-10,3.256682974958686e-17,0.47725264325884587,0.5227473567411558,Neutral,1
2020-08-11,5.2634493949481996e-17,0.6280521442485317,0.37194785575146805,Risk-Off,0
2020-08-12,1.9863557895972207e-16,0.037070681802586276,0.9629293181974152,Neutral,1
2020-08-13,2.3498330157279798e-15,0.012051347274671128,0.9879486527253255,Neutral,1
2020-08-14,1.875543671152676e-14,0.026347661416822973,0.973652338583158,Neutral,1
2020-08-15,4.687374444413726e-13,0.003389954920000059,0.9966100450795329,Neutral,1
2020-08-16,7.330202166603317e-13,0.0038849338079844395,0.9961150661912834,Neutral,1
2020-08-17,1.0146405722263354e-14,0.07962867462904161,0.9203713253709488,Neutral,1
2020-08-18,2.1639858812803787e-13,0.14446320536995705,0.8555367946298269,Neutral,1
2020-08-19,1.713481361767884e-13,0.0021526567923069694,0.9978473432075223,Neutral,1
2020-08-20,1.492186821476815e-14,0.02285991079977761,0.9771400892002067,Neutral,1
2020-08-21,3.2095555872404877e-15,0.0005715199705485414,0.9994284800294471,Neutral,1
2020-08-22,4.480677925875251e-16,0.009414636449996693,0.9905853635500019,Neutral,1
2020-08-23,1.1165461300741676e-16,0.009600733883638872,0.9903992661163626,Neutral,1
2020-08-24,3.7341122391092e-16,0.0021874022602488166,0.9978125977397505,Neutral,1
2020-08-25,5.207474666365337e-17,0.00022602255122778484,0.9997739774487724,Neutral,1
2020-08-26,2.1850122725270599e-16,3.5011722743067433e-06,0.9999964988277241,Neutral,1
2020-08-27,2.3813163234980114e-18,8.24682064621819e-07,0.9999991753179341,Neutral,1
2020-08-28,4.421304687629264e-19,1.4737574691302734e-06,0.9999985262425308,Neutral,1
2020-08-29,1.5999890463496663e-17,5.567457486044629e-07,0.9999994432542523,Neutral,1
2020-08-30,2.0842269072571705e-16,1.2626156315633847e-06,0.999998737384368,Neutral,1
2020-08-31,6.483302275066504e-12,2.3095858497628062e-06,0.9999976904076665,Neutral,1
2020-09-01,9.536208589957289e-15,1.0889528270164106e-06,0.9999989110471641,Neutral,1
2020-09-02,2.9027810592602014e-12,2.5689504959410464e-06,0.9999974310466009,Neutral,1
2020-09-03,3.0580635951831926e-14,1.0849743086785276e-06,0.9999989150256591,Neutral,1
2020-09-04,6.330348918190994e-21,9.002136707065272e-11,0.9999999999099778,Neutral,1
2020-09-05,3.49897009780825e-15,1.0026449148915519e-07,0.9999998997355043,Neutral,1
2020-09-06,2.5479324620067394e-15,8.308903149680792e-08,0.9999999169109656,Neutral,1
2020-09-07,2.7917242065130736e-14,1.031012700049299e-11,0.9999999999896616,Neutral,1
2020-09-08,9.959420293410485e-14,1.4706482593878103e-11,0.9999999999851923,Neutral,1
2020-09-09,3.271509219855818e-15,1.726822622798533e-08,0.9999999827317688,Neutral,1
2020-09-10,4.3433521226955624e-13,2.2659036899361724e-07,0.9999997734091978,Neutral,1
2020-09-11,2.615491848626895e-13,4.966048156020144e-07,0.9999995033949237,Neutral,1
2020-09-12,4.2549187221434963e-10,9.368163155981961e-06,0.9999906314113526,Neutral,1
2020-09-13,4.2549187221434963e-10,9.368163155981961e-06,0.9999906314113526,Neutral,1
2020-09-14,3.2893055207899133e-12,4.482357020459952e-05,0.9999551764265056,Neutral,1
2020-09-15,7.334978514196903e-10,0.00018616536960795605,0.9998138338968932,Neutral,1
2020-09-16,1.9091881461720947e-11,1.323758147262287e-05,0.9999867623994348,Neutral,1
2020-09-17,2.1406530851293354e-11,0.00012495155563493025,0.9998750484229572,Neutral,1
2020-09-18,3.9941812269123043e-11,8.744154942634828e-07,0.9999991255445644,Neutral,1
2020-09-19,1.5080593760334344e-09,6.988652101632719e-06,0.9999930098398401,Neutral,1
2020-09-20,7.430109459758043e-09,1.603492059408134e-05,0.9999839576492958,Neutral,1
2020-09-21,4.260239593648474e-09,0.000816126082467826,0.999183869657292,Neutral,1
2020-09-22,1.783956956080573e-11,0.00043866665868369265,0.9995613333234762,Neutral,1
2020-09-23,7.381373515730013e-12,0.048464512236471594,0.9515354877561464,Neutral,1
2020-09-24,2.3563297536683645e-13,0.037102303141664544,0.962897696858099,Neutral,1
2020-09-25,1.8037076783552223e-13,0.042428203041628906,0.957571796958189,Neutral,1
2020-09-26,3.474065636696166e-12,0.38051762177043214,0.6194823782260924,Neutral,1
2020-09-27,5.737621158843812e-13,0.21766110521120727,0.7823388947882187,Neutral,1
2020-09-28,8.530240396250101e-13,0.6905237589224144,0.30947624107673277,Risk-Off,0
2020-09-29,4.496631255171812e-16,0.01766012403782696,0.9823398759621713,Neutral,1
2020-09-30,6.7373817938136955e-15,0.0050902382073157336,0.9949097617926774,Neutral,1
2020-10-01,7.185764639069076e-12,0.0031672374443111368,0.9968327625485014,Neutral,1
2020-10-02,9.03432695811774e-13,0.0023914365400320705,0.9976085634590645,Neutral,1
2020-10-03,1.1842369658514445e-12,0.0034219475499540574,0.9965780524488631,Neutral,1
2020-10-04,3.3701784969892603e-11,0.012826831431753007,0.9871731685345448,Neutral,1
2020-10-05,1.3084243856608455e-11,0.002772194092746579,0.9972278058941683,Neutral,1
2020-10-06,2.5598660358098675e-12,0.0002270562286826021,0.9997729437687569,Neutral,1
2020-10-07,8.632747622466474e-13,0.00042595857982969347,0.9995740414193074,Neutral,1
2020-10-08,2.67664067391978e-13,0.00011271642827513727,0.999887283571458,Neutral,1
2020-10-09,5.1991118231860865e-12,0.0004614072857722248,0.9995385927090296,Neutral,1
2020-10-10,1.934320351997318e-11,0.00011559269563923419,0.9998844072850184,Neutral,1
2020-10-11,2.088004690749681e-09,0.0005813201358027837,0.9994186777761922,Neutral,1
2020-10-12,7.975343924890897e-11,0.0019810994100360594,0.9980189005102091,Neutral,1
2020-10-14,8.51679701173322e-12,0.0030231323154181486,0.9969768676760636,Neutral,1
2020-10-15,3.7795687156018834e-10,0.034465674068028966,0.965534325554013,Neutral,1
2020-10-16,3.926377145813599e-10,0.42000956386936555,0.5799904357379958,Neutral,1
2020-10-17,2.413505051310382e-10,0.17325879178937859,0.8267412079692722,Neutral,1
2020-10-18,2.413505051310382e-10,0.17325879178937859,0.8267412079692722,Neutral,1
2020-10-19,1.677249245438355e-11,0.9715163894736395,0.028483610509589728,Risk-Off,0
2020-10-20,1.1972000731328294e-13,0.9842588331443094,0.015741166855568676,Risk-Off,0
2020-10-21,2.1630847882838773e-12,0.7101192064500819,0.2898807935477586,Risk-Off,0
2020-10-22,7.979841248470889e-11,0.5134021242829186,0.48659787563728285,Risk-Off,0
2020-10-23,8.214274845241988e-11,0.72170366237457,0.2782963375432872,Risk-Off,0
2020-10-24,2.0042651903839469e-10,0.5673295544823991,0.43267044531717735,Risk-Off,0
2020-10-25,9.65025370131316e-12,0.24576302892651408,0.7542369710638334,Neutral,1
2020-10-26,1.9158289339047416e-11,0.43043856360367266,0.5695614363771685,Neutral,1
2020-10-27,2.077343490115591e-16,0.00022301903100332694,0.9997769809689959,Neutral,1
2020-10-28,2.994056775445973e-17,7.285931750180397e-05,0.9999271406824961,Neutral,1
2020-10-29,2.516290413802878e-26,4.342616620104336e-08,0.9999999565738316,Neutral,1
2020-10-30,1.1283430933673257e-21,0.0003087061784848556,0.9996912938215127,Neutral,1
2020-10-31,2.1287670677405263e-21,0.0004897842373085569,0.9995102157626932,Neutral,1
2020-11-01,2.306756439246508e-22,7.612627672785664e-05,0.9999238737232712,Neutral,1
2020-11-02,3.518136819495169e-25,0.0007013611233705484,0.9992986388766264,Neutral,1
2020-11-03,5.779482612786285e-29,0.00010969005660694633,0.9998903099433903,Neutral,1
2020-11-04,1.6397138149286743e-26,5.859526969677181e-05,0.9999414047302997,Neutral,1
2020-11-05,7.912439941734823e-23,0.006123164080563804,0.9938768359194375,Neutral,1
2020-11-06,7.758253056696538e-23,0.00045097208297117675,0.9995490279170279,Neutral,1
2020-11-07,1.588361035699398e-18,0.007821040830166416,0.992178959169835,Neutral,1
2020-11-08,2.0600017772892138e-16,0.029135826588890842,0.9708641734111089,Neutral,1
2020-11-09,1.701607749400359e-13,0.016005716746395112,0.9839942832534372,Neutral,1
2020-11-10,3.2018151725934216e-12,0.003044148889605998,0.9969558511071934,Neutral,1
2020-11-11,5.2136265691769695e-09,0.11960955929162191,0.880390435494749,Neutral,1
2020-11-13,3.533091492742434e-10,0.2956695353365226,0.7043304643101689,Neutral,1
2020-11-14,4.357051852247902e-09,0.5530566022656838,0.4469433933772627,Risk-Off,0
2020-11-15,1.2141620053172033e-08,0.5726369844761532,0.4273630033822279,Risk-Off,0
2020-11-16,3.955147001712481e-11,0.9993643823786631,0.0006356175817867078,Risk-Off,0
2020-11-17,5.007194121770308e-11,0.9970884296129702,0.002911570336955174,Risk-Off,0
2020-11-18,6.14608932510545e-12,0.9986807031354015,0.0013192968584531378,Risk-Off,0
2020-11-19,4.498179659743245e-11,0.9996336364476751,0.00036636350734154917,Risk-Off,0
2020-11-20,5.65567748178085e-11,0.9994121293104035,0.0005878706330397522,Risk-Off,0
2020-11-21,2.3790313831335834e-11,0.999596248656458,0.00040375131974956563,Risk-Off,0
2020-11-22,4.874199825376375e-11,0.9997886382951516,0.0002113616561081993,Risk-Off,0
2020-11-23,1.0684656120238645e-12,0.999983504588737,1.6495410195373518e-05,Risk-Off,0
2020-11-24,1.678072961885047e-11,0.9999615062031718,3.849378004658106e-05,Risk-Off,0
2020-11-25,1.8766084038346286e-06,0.27561283112821583,0.7243852922633799,Neutral,1
2020-11-26,1.9508551706836416e-06,0.11303260336732761,0.8869654457775014,Neutral,1
2020-11-27,1.0031628323280148e-06,0.005316707431824205,0.9946822894053428,Neutral,1
2020-11-28,5.296986601139283e-07,0.00011401536403031812,0.999885454937311,Neutral,1
2020-11-29,1.6697764640374527e-06,0.00018313352257313408,0.9998151967009627,Neutral,1
2020-11-30,1.1878769355358777e-05,0.012641016085882431,0.987347105144765,Neutral,1
2020-12-01,1.004236978567526e-05,0.9155795924864961,0.0844103651437163,Risk-Off,0
2020-12-02,0.0006249572124019328,0.0020238898998071447,0.9973511528877937,Neutral,1
2020-12-03,0.0007151583320162647,0.0010547110708420252,0.998230130597145,Neutral,1
2020-12-04,0.0004823474876126091,1.7408478437967314e-05,0.9995002440339501,Neutral,1
2020-12-05,0.0006479037332296207,3.459116670383557e-05,0.9993175051000687,Neutral,1
2020-12-06,0.0002572079437001118,2.3585351628369744e-05,0.9997192067046728,Neutral,1
2020-12-07,0.0023692697380118546,2.1879386298942146e-05,0.9976088508756875,Neutral,1
2020-12-08,0.0014120788392184356,0.0001297439244218734,0.998458177236362,Neutral,1
2020-12-09,0.005720988314553004,1.0102716676119958e-06,0.9942780014137796,Neutral,1
2020-12-10,0.002868839896752869,3.277874069709999e-07,0.9971308323158405,Neutral,1
2020-12-11,0.001689303939050879,7.0354824620130205e-09,0.9983106890254675,Neutral,1
2020-12-12,0.000520317453329985,2.658396506690193e-08,0.9994796559627059,Neutral,1
2020-12-13,0.00041153270635737883,2.2969425440833637e-08,0.9995884443242182,Neutral,1
2020-12-14,0.000545328751479405,3.195980318530439e-06,0.999451475268201,Neutral,1
2020-12-15,5.992970712999824e-05,9.77203719697453e-08,0.9999399725724969,Neutral,1
2020-12-16,0.0018218648879277436,5.895037248078408e-13,0.9981781351114823,Neutral,1
2020-12-17,0.0019141675237266333,5.908863786027734e-13,0.9980858324756837,Neutral,1
2020-12-18,0.0020994027551227384,7.885802650344095e-14,0.9979005972447984,Neutral,1
2020-12-19,0.009891808299680425,1.4491290444420405e-12,0.9901081916988711,Neutral,1
2020-12-20,0.0046089895465709066,1.0349299650483487e-12,0.9953910104523946,Neutral,1
2020-12-21,0.03518909327765339,8.164913995771317e-11,0.9648109066406966,Neutral,1
2020-12-22,4.366143766143636e-05,3.504318155156445e-14,0.999956338562305,Neutral,1
2020-12-23,0.000802290863707445,1.4542216851085247e-17,0.9991977091362941,Neutral,1
2020-12-24,0.0036272733787579875,7.179904237268037e-18,0.9963727266212403,Neutral,1
2020-12-25,0.11360845521347829,7.162518415463581e-17,0.8863915447865215,Neutral,1
2020-12-26,0.11360845521347829,7.162518415463581e-17,0.8863915447865215,Neutral,1
2020-12-27,0.07649351639784926,5.589583701192307e-17,0.9235064836021523,Neutral,1
2020-12-28,0.061556190890126074,3.298981709137145e-17,0.9384438091098739,Neutral,1
2020-12-29,0.015176526421679321,7.577720804805945e-18,0.9848234735783219,Neutral,1
2020-12-30,0.0016644910464524026,5.936873924313348e-21,0.9983355089535487,Neutral,1
2020-12-31,0.0017979549784438611,3.3299794618216263e-22,0.9982020450215551,Neutral,1
2021-01-01,0.0008345677105850292,2.65623083941068e-21,0.999165432289415,Neutral,1
2021-01-02,0.0008345677105850292,2.65623083941068e-21,0.999165432289415,Neutral,1
2021-01-03,0.0031903615782471885,5.729344908271035e-21,0.9968096384217537,Neutral,1
2021-01-04,0.0027319410784236134,3.976192319240568e-20,0.9972680589215749,Neutral,1
2021-01-05,2.726652178375241e-06,2.315071401423757e-22,0.9999972733478207,Neutral,1
2021-01-06,3.584097686158491e-05,1.1933980759567133e-24,0.999964159023139,Neutral,1
2021-01-07,3.6267319253938576e-05,6.491445317972399e-26,0.9999637326807459,Neutral,1
2021-01-08,0.0014551892310996316,2.2191471421428134e-22,0.998544810768901,Neutral,1
