,VIX,VIX_zscore_long,DXY_zscore_long,SP500_log_return_5d,Gold_log_return_20d,FEDFUNDS_change_60d,UNRATE_change_180d,CPI_yoy_change,M2_yoy_change,Yield_Curve_10Y_2Y,Gold_Silver_Ratio
2000-01-27,23.540000915527344,0.4475072843283714,0.9131415343575388,-0.033060492550522215,,,,,,0.17499994277954123,
2000-01-28,26.13999938964844,0.75939099311082,1.029241628076523,-0.05798473714630171,,,,,,0.06799976348876946,
2000-01-31,24.950000762939453,0.6166442996653632,1.0868477757395643,-0.005057302388718082,,,,,,0.05699981689453093,
2000-02-01,23.450000762939453,0.4367112851539541,1.0682364651800893,-0.000532045076351861,,,,,,0.017000102996826527,
2000-02-02,23.1200008392334,0.39712603111331046,1.0567153708795274,0.0035760108395682527,,,,,,-0.03199995040893544,
2000-02-03,22.01000022888184,0.2639755271599371,0.968976142196207,0.01870756256197037,,,,,,-0.08500009536743125,
2000-02-04,21.540000915527344,0.20759659831315927,1.0124025335016558,0.04612724225598159,,,,,,-0.11299980163574208,
2000-02-07,22.790000915527344,0.35754077707266685,1.0434213844341182,0.021131115712540453,,,,,,-0.048999958038329794,
2000-02-08,21.25,0.17280943901855694,1.0061987633151632,0.022757868469727164,,,,,,-0.09100002288818398,
2000-02-09,22.899999618530277,0.3707357092217755,0.9583408178078333,0.0018363152607234977,,,,,,-0.02099985122680703,
2000-02-10,23.06999969482422,0.39112812668493446,0.9982221009838211,-0.005728789584419784,,,,,,-0.013999862670898366,
2000-02-11,24.420000076293945,0.5530678855045346,1.0035401012581278,-0.026499955537887542,,,,,,-0.02900018692016637,
2000-02-14,24.3799991607666,0.5482695619618337,1.0505116006930348,-0.02437779267002174,,,,,,-0.08099996566772472,
2000-02-15,22.920000076293945,0.3731348709931255,1.0478529386359994,-0.0279013387895356,,,,,,-0.10799995422363295,
2000-02-16,23.51000022888184,0.44390854167134625,1.0115160874292315,-0.01717559454646488,,,,,,-0.08300006866455067,
2000-02-17,23.170000076293945,0.40312370674502696,1.0106296413568074,-0.020370779261766645,,,,,,-0.1210002326965336,
2000-02-18,26.0,0.7425973183046858,1.0425349383616926,-0.030025583354269022,,,,,,-0.17700019836425795,
2000-02-21,26.0,0.7425973183046858,1.0381040603200486,-0.03205647020781815,,,,,,-0.17700019836425795,
2000-02-22,25.86000061035156,0.7258036434985515,0.9228904126734884,-0.036224744279782464,,,,,,-0.22799999237060575,
2000-02-23,23.88999938964844,0.48949147134370635,0.9450468313624242,-0.019634232356764498,,,,,,-0.18299995422363313,
2000-02-24,24.3799991607666,0.5482695619618337,0.9875874527556869,-0.02540902081048452,,,,,,-0.17399980545043903,
2000-02-25,25.200000762939453,0.6466331354172647,1.098369546200366,-0.009502007114228063,,,,,,-0.1089999198913576,
2000-02-28,24.68000030517578,0.5842563021421113,1.0992553161125507,0.0014550716317523796,,,,,,-0.05599996566772436,
2000-02-29,23.3700008392334,0.427114866865212,1.1568621399358325,0.010483471247282744,,,,,,-0.12100008010864283,
2000-03-01,21.63999938964844,0.2195919495765927,1.065577803123054,0.013504446869427212,,,,,,-0.14099981307983356,
2000-03-02,21.059999465942383,0.15001785978404714,1.1329335052622855,0.020715905320666347,,,,,,-0.12400009155273395,
2000-03-03,19.209999084472656,-0.07189957053935597,1.163952356194748,0.05529884850348317,,,,,,-0.12900018692016602,
2000-03-06,21.5,0.20279827477045848,1.1781327887125812,0.031565067763291786,,,,,,-0.1410000801086424,
2000-03-07,24.309999465942383,0.5398727245587669,1.1719283423658504,-0.007935302453643503,,,,,,-0.0970001029968266,
2000-03-08,23.81999969482422,0.481094633940639,1.1577485860082555,-0.00909728857519106,,,,,,-0.125,
2000-03-09,22.209999084472656,0.28796645848346225,1.1081184245163167,0.01432055369323857,,,,,,-0.13899991989135785,
2000-03-10,21.239999771118164,0.17160985813288177,1.1382508293763538,-0.010056355043827342,,,,,,-0.16299991607665998,
2000-03-13,22.850000381469727,0.3647380335900586,1.1196395188168764,-0.005520958282745856,,,,,,-0.15800001144409137,
2000-03-14,24.40999984741211,0.5518683046188594,1.1019146543298217,0.002600611662127627,,,,,,-0.18200014114379925,
2000-03-15,22.34000015258789,0.30356078120058033,1.1090041944285,0.01844310282822672,,,,,,-0.2239999771118164,
2000-03-16,20.770000457763672,0.11523092928610432,1.091279329941448,0.03970931128385411,,,,,,-0.26200008392333984,
2000-03-17,22.3700008392334,0.3071595238576059,1.0930515459260592,0.048548827538297756,,,,,,-0.3119997978210449,
2000-03-20,22.959999084472656,0.3779329657391668,1.088620667884414,0.051422302357792604,,,,,,-0.3489999961853023,
2000-03-21,21.700000762939453,0.2267894348906435,1.1471132616198818,0.09451054261370448,,,,,,-0.36299991607666016,
2000-03-22,21.489999771118164,0.20159869388478327,1.1674974643242062,0.07504955145013274,,,,,,-0.38000011444091797,
2000-03-23,22.26000022888184,0.29396436291183864,1.0957108841433305,0.046146270635583055,,,,,,-0.4499998283386226,
2000-03-24,23.309999465942383,0.4199173815511608,1.054942478734679,0.04211281730423055,,,,,,-0.46600021362304656,
2000-03-27,24.530000686645508,0.5662630464503022,1.115207964614995,0.04512102806497005,,0.07339449541284404,,,,-0.4649998283386232,
2000-03-28,24.86000061035156,0.6058483004909455,1.1222981808739105,0.0092351305778735,,0.07339449541284404,,,,-0.42999992370605433,
2000-03-29,24.100000381469727,0.5146822123495661,1.1861087748836838,0.005237357139944194,,0.07339449541284404,,,,-0.44099983215332017,
2000-03-30,25.46999931335449,0.6790209041438567,1.1169808567598423,-0.026154990524990755,,0.07339449541284404,,,,-0.4549999427795406,
2000-03-31,24.11000061035156,0.5158817932352409,1.1143221947028068,-0.019088235822881404,,0.07339449541284404,,,,-0.47700023651123047,
2000-04-03,24.030000686645508,0.5062853749464993,1.1231846269463346,-0.01180939050822356,,0.1045871559633027,,,,-0.4639999389648439,
2000-04-04,27.1200008392334,0.8769474031437348,1.090392883869025,-0.008659620049649985,,0.1045871559633027,,,,-0.5089999198913571,
2000-04-05,28.40999984741211,1.0316896766492836,1.101028208257399,-0.014119594302242777,,0.1045871559633027,,,,-0.46800003051757777,
2000-04-06,27.149999618530277,0.8805459170041012,1.1214117348014865,0.008978818831173532,,0.1045871559633027,,,,-0.46500003814697255,
2000-04-07,24.38999938964844,0.5494691428475094,1.1612936941377139,0.01178815144051539,,0.1045871559633027,,,,-0.5310000228881835,
2000-04-10,25.989999771118164,0.7413977374190106,1.1355921673193197,-0.0010031855426305325,,0.1045871559633027,,,,-0.5180001831054684,
2000-04-11,27.25,0.8925414970641934,1.1586350320806784,0.003912765870007692,,0.1045871559633027,,,,-0.4830001449584964,
2000-04-12,28.979999542236328,1.1000641855561535,1.1604072480652896,-0.013674051224342756,,0.1045871559633027,,,,-0.43200006484985387,
2000-04-13,29.399999618530277,1.1504454387712149,1.1763598965677329,-0.041360795558986155,,0.1045871559633027,,,,-0.48599996566772496,
2000-04-14,33.4900016784668,1.6410630387727156,1.1417959375058122,-0.11135398837586705,,0.1045871559633027,,,,-0.38499977111816364,
2000-04-17,28.950000762939453,1.0964656716957875,1.1754734504953075,-0.07093376624114348,,0.1045871559633027,,,,-0.3379998970031739,
2000-04-18,26.1200008392334,0.7569920601361286,1.219786287873179,-0.04009780690505008,,0.1045871559633027,,,,-0.2839999961853028,
2000-04-19,27.020000457763672,0.8649518230836423,1.2640991252510507,-0.02743177911157386,,0.1045871559633027,,,,-0.3550000953674317,
2000-04-20,25.850000381469727,0.7246040626128768,1.2924593141264815,-0.004152956770906446,,0.1045871559633027,,,,-0.39200008392333974,
2000-04-21,25.850000381469727,0.7246040626128768,1.2924593141264815,0.05589214075111655,,0.1045871559633027,,,,-0.39200008392333974,
2000-04-24,27.3700008392334,0.9069362388956362,1.2773931116964612,0.02007628951355836,,0.1045871559633027,,,,-0.3730000114440921,
2000-04-25,25.239999771118164,0.6514312301633061,1.402355637658972,0.024550286253844412,,0.1045871559633027,,,,-0.36299989700317425,
2000-04-26,26.96999931335449,0.8589539186552658,1.3899480972859872,0.023210655392182006,,0.05061082024432784,,,,-0.36999988555908203,
2000-04-27,26.190000534057617,0.7653888975391956,1.4803459880263417,0.020956395907149074,,0.05061082024432784,,,,-0.3949998664855956,
2000-04-28,26.200000762939453,0.7665884784248708,1.5308625955907058,0.012393785230844738,,0.05061082024432784,,,,-0.46599977493286104,
2000-05-01,25.8799991607666,0.7282025764732428,1.4856633121404088,0.026494688283966835,,0.05061082024432784,,,,-0.47499988555908246,
2000-05-02,28.5,1.0424856758237009,1.541497919979082,-0.021309136789951333,,0.09424083769633484,,,,-0.40800020217895483,
2000-05-03,31.6299991607666,1.4179457987669777,1.6301235947348252,-0.03191409871026496,,0.09424083769633484,,,,-0.32700012207031204,
2000-05-04,30.770000457763672,1.3147843593621649,1.6779815402421525,-0.03851600823244833,,0.09424083769633484,,,,-0.32399990081787067,
2000-05-05,27.530000686645508,0.9261290754731205,1.6345544727764694,-0.013726133457815868,,0.09424083769633484,,,,-0.333000030517578,
2000-05-08,28.200000762939453,1.006499164440083,1.6469620131494542,-0.030481996676914414,,0.09424083769633484,,,,-0.3100000572204591,
2000-05-09,28.93000030517578,1.094066509924437,1.5849243112845282,-0.023895389216702086,,0.09424083769633484,,,,-0.33599983215332063,
2000-05-10,29.8700008392334,1.2068245964146513,1.5893558654864093,-0.02290894209992701,,0.09424083769633484,,,,-0.40300020217895494,
2000-05-11,27.76000022888184,0.953718749453672,1.6531657833359454,-0.0012493081665667658,,0.09424083769633484,,,,-0.41299993515014677,
2000-05-12,26.049999237060547,0.7485949939364023,1.509592622974194,-0.008179247295933162,,0.09424083769633484,,,,-0.41199985504150405,
2000-05-15,24.86000061035156,0.6058483004909455,1.568085216709662,0.0196005907268433,,0.09424083769633484,,,,-0.4209998893737792,
2000-05-16,24.34000015258789,0.5434714672157924,1.6345544727764694,0.037458620195876875,,0.09424083769633484,,,,-0.48800004959106325,
2000-05-17,23.979999542236328,0.5002874705181233,1.7045688369727339,0.04575395597891615,,0.09424083769633484,,,,-0.43700017929077184,
2000-05-18,23.959999084472656,0.4978883087467728,1.7143177152886846,0.02066835995858458,,0.09424083769633484,,,,-0.38399999618530245,
2000-05-19,25.440000534057617,0.675422390283491,1.6487349052943014,-0.009908465844674915,,0.09424083769633484,,,,-0.34899984359741243,
2000-05-22,26.0,0.7425973183046858,1.6123980540875336,-0.03620344025007931,,0.09424083769633484,,,,-0.3899999237060543,
2000-05-23,25.8700008392334,0.7270032243842272,1.6194882703464488,-0.06494062920550024,,0.09424083769633484,,,,-0.38399990081787116,
2000-05-24,24.31999969482422,0.5410723054444421,1.6265784866053656,-0.034251726842883086,,0.09424083769633484,,,,-0.33099988937377933,
2000-05-25,24.57999992370605,0.5722607220820184,1.5849243112845282,-0.03951935059567615,,0.07179487179487176,,,,-0.3379997825622558,
2000-05-26,24.46999931335449,0.5590655611362506,1.4404647048503538,-0.020776505745506844,,0.07179487179487176,,,,-0.36999982833862344,
2000-05-29,24.46999931335449,0.5590655611362506,1.4404647048503538,-0.016338668772684486,,0.07179487179487176,,,,-0.36999982833862344,
2000-05-30,23.6200008392334,0.4571037026171135,1.423625610275485,0.03475641702769222,,0.07179487179487176,,,,-0.37299989700317404,
2000-05-31,23.649999618530277,0.46070221647748005,1.4067865157006163,0.015285830636072665,,0.07179487179487176,,,,-0.405000152587891,
2000-06-01,22.36000061035156,0.3059599429719303,1.4342609346638588,0.047558213838076145,,0.07179487179487176,,,,-0.41499982833862337,
2000-06-02,21.479999542236328,0.20039911299910806,1.3518390300946106,0.06954132671862495,,0.11623931623931627,,,,-0.37200023651123004,
2000-06-05,22.709999084472656,0.34794412998726526,1.2933457601989045,0.06300115770661635,,0.11623931623931627,,,,-0.3890001678466799,
2000-06-06,23.049999237060547,0.38872896491358405,1.216241179743722,0.02457516206130033,,0.11623931623931627,,,,-0.3830001449584959,
2000-06-07,22.479999542236328,0.32035445600671414,1.1799050046971913,0.03510783280107994,,0.11623931623931627,,,,-0.40600015640258746,
2000-06-08,22.770000457763672,0.35514161530131644,1.226876504132097,0.008837077450424276,,0.11623931623931627,,,,-0.4549999809265133,
2000-06-09,22.13999938964844,0.27956962108039574,1.2516915848780656,-0.013843851145903406,,0.11623931623931627,,,,-0.44700008392333945,
2000-06-12,22.31999969482422,0.3011616194292299,1.249919368893457,-0.014847734417700358,,0.11623931623931627,,,,-0.44500019073486285,
2000-06-13,21.670000076293945,0.22319069223361787,1.199402761329093,0.00792547120378432,,0.11623931623931627,,,,-0.3890001678466799,
2000-06-14,21.479999542236328,0.20039911299910806,1.2047200854431612,-0.0005574263594884042,,0.11623931623931627,,,,-0.3990001106262211,
2000-06-15,20.68000030517578,0.10443493011168702,1.241942706562115,0.011603950353984467,,0.11623931623931627,,,,-0.402999820709228,
2000-06-16,20.5,0.0828429317628524,1.1604072480652896,0.005141371142473934,,0.11623931623931627,,,,-0.41100013732910146,
2000-06-19,20.6299991607666,0.09843702568331102,1.193198991142599,0.02728682255899438,,0.11623931623931627,,,,-0.4100002288818363,
2000-06-20,20.8799991607666,0.12842586143521253,1.193198991142599,0.004420481229222961,,0.11623931623931627,,,,-0.415000133514404,
2000-06-21,20.61000061035156,0.09603809270861968,1.2906870981418703,0.005824373557498836,,0.11623931623931627,,,,-0.40399980545043945,
2000-06-22,22.0,0.2627759462742615,1.3155021788878403,-0.01811768542636547,,0.11623931623931627,,,,-0.38700008392333984,
2000-06-23,22.34000015258789,0.30356078120058033,1.3420901517786599,-0.015816197148576707,,0.11623931623931627,,,,-0.37299995422363263,
2000-06-26,22.450000762939453,0.316755942146348,1.3509525840221852,-0.02086896968454965,,0.08471760797342198,,,,-0.4050002098083496,
2000-06-27,21.799999237060547,0.2387847861540765,1.2844833279553778,-0.01735898866411037,,0.08471760797342198,,,,-0.4219999313354492,
2000-06-28,20.290000915527344,0.05765241955365168,1.3057533005718893,-0.0165719356838537,,0.08471760797342198,,,,-0.32599990844726534,
2000-06-29,19.700000762939453,-0.013121251124568654,1.2383975984326578,-0.006764442498924869,,0.08471760797342198,,,,-0.33899986267089854,
2000-06-30,19.540000915527344,-0.032314087702052866,1.2383975984326578,0.009060581939988871,,0.08471760797342198,,,,-0.36199987411499013,
2000-07-03,19.82999992370605,0.0024728427958895355,1.2578953550645608,0.009730476619708557,,0.08637873754152836,,,,-0.3299999809265133,
2000-07-04,19.82999992370605,0.0024728427958895355,1.2782795577688852,0.01300662471159835,,0.08637873754152836,,,,-0.3299999809265133,
2000-07-05,21.15999984741211,0.16201343984413966,1.2632133553388674,-0.005921987653641313,,0.08637873754152836,,,,-0.3140001678466797,
2000-07-06,20.940000534057617,0.13562334674926374,1.2853697740278032,0.009851568785647746,,0.08637873754152836,,,,-0.3089998626708983,
2000-07-07,19.21999931335449,-0.0706999896536812,1.310184854773772,0.01656765274457944,,0.08637873754152836,,,,-0.2929997825622559,
2000-07-10,20.32999992370605,0.06245051429969257,1.2534644770229166,0.004128783917434868,,0.08637873754152836,,,,-0.283999977111816,
2000-07-11,20.11000061035156,0.036060421204816645,1.264985571323476,0.007687055735803403,,0.08637873754152836,,,,-0.2720001411437991,
2000-07-12,20.030000686645508,0.02646400291607497,1.3518390300946106,0.03177380611064694,,0.08637873754152836,,,,-0.26299985885620103,
2000-07-13,20.030000686645508,0.02646400291607497,1.3890616512135643,0.02653486017641212,,0.08637873754152836,,,,-0.31799989700317344,
2000-07-14,19.31999969482422,-0.05870440959358827,1.3810849888822248,0.020797808072386036,,0.08637873754152836,,,,-0.3160001373291017,
2000-07-17,19.450000762939453,-0.04311008687647017,1.4032414075711606,0.023355857884914778,,0.08637873754152836,,,,-0.31400009155273434,
2000-07-18,19.75,-0.007123575492852144,1.463506893451473,0.008646526610375231,,0.08637873754152836,,,,-0.29900020599365273,
2000-07-19,19.649999618530277,-0.01911915555294422,1.4821182040109517,-0.007368453570411168,,0.08637873754152836,,,,-0.3099999046325683,
2000-07-20,18.940000534057617,-0.1042873392659484,1.3952654214000568,-0.00018052994401758347,,0.08637873754152836,,,,-0.3069999885559085,
2000-07-21,18.940000534057617,-0.1042873392659484,1.3784263268251906,-0.019925974441917297,,0.08637873754152836,,,,-0.3200000000000003,
2000-07-24,19.920000076293945,0.013268841970307267,1.402355637658972,-0.031063585002236018,,0.08637873754152836,,,,-0.324999904632568,
2000-07-25,19.38999938964844,-0.050307572190520934,1.3748812186957298,-0.01298445226007839,,0.04306220095693791,,,,-0.329000091552734,
2000-07-26,19.670000076293945,-0.01671999378159425,1.3509525840221852,-0.020134348566606054,,0.04306220095693791,,,,-0.2690000915527344,
2000-07-27,19.600000381469727,-0.025116831184661157,1.4200805021460268,-0.03120591941446815,,0.04306220095693791,,,,-0.2699999999999996,
2000-07-28,20.84000015258789,0.12362776668917122,1.4954121904563595,-0.04159100418882728,,0.04306220095693791,,,,-0.2749999046325682,
2000-07-31,20.739999771118164,0.11163218662907873,1.4803459880263417,-0.023115845270060508,,0.04306220095693791,,,,-0.2710001945495595,
2000-08-01,20.549999237060547,0.08884060739456892,1.5228866094196019,-0.02497580238323948,,0.04306220095693791,,,,-0.27899982452392535,
2000-08-02,20.0,0.022865260259049374,1.5778340950256127,-0.009491266909267064,,0.036682615629984205,,,,-0.261000137329102,
2000-08-03,19.989999771118164,0.021665679373374172,1.6053085139888539,0.0020261075659844764,,0.036682615629984205,,,,-0.27600023269653295,
2000-08-04,18.6200008392334,-0.14267301242091682,1.5937867435280548,0.029861896577482686,,0.036682615629984205,,,,-0.24899997711181676,
2000-08-07,19.030000686645508,-0.0934913400915311,1.5893558654864093,0.033327821664088514,,0.036682615629984205,,,,-0.25200004577636737,
2000-08-08,18.790000915527344,-0.12228059495775742,1.6354409188488923,0.030609444290529475,,0.036682615629984205,,,,-0.24599996566772475,
2000-08-09,19.18000030517578,-0.07549808439972208,1.646076243237266,0.02347298088743817,,0.036682615629984205,,,,-0.2710000801086423,
2000-08-10,19.190000534057617,-0.07429850351404689,1.5982182977299373,0.005280096619743292,,0.036682615629984205,,,,-0.41000000000000014,
2000-08-11,18.549999237060547,-0.15107007862064323,1.6256920405329414,0.0060719848063211495,,0.036682615629984205,,,,-0.4629998207092276,
2000-08-14,17.8799991607666,-0.23144016758760566,1.6141709462323792,0.008240104980641235,,0.036682615629984205,,,,-0.4790000915527344,
2000-08-15,17.979999542236328,-0.21944458752751317,1.5636543386680177,0.0010986711447688129,,0.036682615629984205,,,,-0.47999980926513697,
2000-08-16,18.020000457763672,-0.21464626398481237,1.541497919979082,0.00472783978138816,,0.036682615629984205,,,,-0.48300008773803693,
2000-08-17,17.479999542236328,-0.2794222590313162,1.5282039335336715,0.024233980061814698,,0.036682615629984205,,,,-0.49600009918212873,
2000-08-18,17.049999237060547,-0.33100309313205234,1.6079671760458893,0.013416501445536915,,0.036682615629984205,,,,-0.5040002059936519,
2000-08-21,17.350000381469727,-0.2950163529517748,1.6478484592218772,0.005295776907859964,,0.036682615629984205,,,,-0.5090000915527346,
2000-08-22,17.469999313354492,-0.2806218399169914,1.6770950941697296,0.009186770596543398,,0.036682615629984205,,,,-0.5079999160766597,
2000-08-23,17.3799991607666,-0.29141783909140867,1.64430335109242,0.017496474616123796,,0.036682615629984205,,,,-0.4750000953674318,
2000-08-24,17.040000915527344,-0.332202445221068,1.6274649326777897,0.00814822359805327,,0.036682615629984205,,,,-0.4739999198913578,
2000-08-25,16.530000686645508,-0.39337969761054625,1.6380995809059264,0.009826060142785137,,-0.004594180704441064,,,,-0.46899980545043984,
2000-08-28,16.540000915527344,-0.3921801167248711,1.6478484592218772,0.009696207539019125,,-0.004594180704441064,,,,-0.46400020599365277,
2000-08-29,16.889999389648438,-0.3501959297095365,1.7134312692162617,0.007785995344364523,,-0.004594180704441064,,,,-0.4519999122619627,
2000-08-30,17.690000534057617,-0.25423151802545596,1.708113945102192,-0.002246926354250705,,-0.004594180704441064,,,,-0.43999980926513693,55.55781002710234
2000-08-31,16.84000015258789,-0.35619360534125305,1.7488816743506055,0.0061930308541623584,,-0.004594180704441064,,,,-0.45099990844726534,55.62662400325733
2000-09-01,17.530000686645508,-0.2734243546029402,1.64430335109242,0.009460941268144157,,-0.004594180704441064,,,,-0.4149998092651366,55.35571335989226
2000-09-04,17.530000686645508,-0.2734243546029402,1.64430335109242,0.004402222528367294,,-0.0015313935681471325,,,,-0.4149998092651366,55.35571335989226
2000-09-05,19.81999969482422,0.001273261910214763,1.7320432559359762,-0.0018296876331384047,,-0.0015313935681471325,,,,-0.40699991226196275,55.18206878628632
2000-09-06,20.790000915527344,0.11763009105745471,1.8835930786290698,-0.006905214985867643,,-0.0015313935681471325,,,,-0.39800010681152376,55.02709675344982
2000-09-07,19.420000076293945,-0.04670882953349577,1.841938903308231,-0.010045838973650568,,-0.0015313935681471325,,,,-0.39099992752075163,55.52178382512299
2000-09-08,18.459999084472656,-0.16186607779506051,1.9030901591007319,-0.01742509563890014,,-0.0015313935681471325,,,,-0.3860000228881839,55.514929032816724
2000-09-11,18.399999618530277,-0.1690633343124518,1.9943751720737488,-0.02093743952994916,,-0.0015313935681471325,,,,-0.3620001029968263,55.905832816312376
2000-09-12,18.59000015258789,-0.14627175507794243,1.9766496314264572,-0.016788202053386783,,-0.0015313935681471325,,,,-0.35000001907348643,55.59176988182229
2000-09-13,18.31999969482422,-0.17865975260119432,1.991715833856475,-0.004930860691167474,,-0.0015313935681471325,,,,-0.36199983596801744,55.764508734931184
2000-09-14,18.26000022888184,-0.18585700911858563,1.97576386151427,-0.014507299871041117,,-0.0015313935681471325,,,,-0.33599983215332063,55.72831285980451
2000-09-15,18.520000457763672,-0.15466859248100934,2.0448917796381103,-0.01938367206875645,,-0.0015313935681471325,,,,-0.23699981689453153,55.93672680483059
2000-09-18,20.25,0.05285409601095089,2.05020910375218,-0.030509188379444677,,-0.0015313935681471325,-0.025000000000000022,,,-0.16900018692016605,55.660376934107184
2000-09-19,19.540000915527344,-0.032314087702052866,2.0599579820681306,-0.015017815676364985,,-0.0015313935681471325,-0.025000000000000022,,,-0.20000009536743146,55.68298169806569
2000-09-20,19.93000030517578,0.014468422855982465,2.086545954958949,-0.022866943314931158,,-0.0015313935681471325,-0.025000000000000022,,,-0.2179998016357425,55.69358266026566
2000-09-21,20.18000030517578,0.04445725860788398,1.9855120636699826,-0.021721546611521283,,-0.0015313935681471325,-0.025000000000000022,,,-0.23900018692016634,55.480290584864434
2000-09-22,20.739999771118164,0.11163218662907873,1.8339622409768914,-0.011727642944742314,,-0.0015313935681471325,-0.025000000000000022,,,-0.2610000038146971,55.35641471276727
2000-09-25,21.40999984741211,0.19200227559604116,1.878275078354763,-0.0038008746136981423,,-0.003058103975535187,-0.025000000000000022,,,-0.27699981689453157,55.76805864311256
2000-09-26,21.8799991607666,0.2483812044428186,1.7985125120027836,-0.02264649477121857,,-0.003058103975535187,-0.025000000000000022,,,-0.27100021362304716,55.546538424457
2000-09-27,21.670000076293945,0.22319069223361787,1.7940809578009012,-0.017214320090288733,0.016295852551421852,-0.003058103975535187,-0.025000000000000022,,,-0.17999982833862305,56.03864684593044
2000-09-28,19.46999931335449,-0.040711153901779686,1.8118058222879556,0.0063563402046864816,-0.00974906338320743,-0.003058103975535187,-0.025000000000000022,,,-0.20800020217895465,55.643045080317165
2000-09-29,20.56999969482422,0.09123976916591932,1.806488498173886,-0.008463820152792186,-0.012350298130772255,-0.003058103975535187,-0.025000000000000022,,,-0.20200012207031204,55.848131604325815
2000-10-02,21.229999542236328,0.17041027724720656,1.854346443681216,-0.0019476845250685868,-0.014179455358665747,-0.004587155963302836,-0.025000000000000022,,,-0.15999982833862347,55.66653046450897
2000-10-03,21.850000381469727,0.2447826905824525,1.8924555108725951,-0.0005256389405931387,-0.015345502941769356,-0.004587155963302836,-0.025000000000000022,,,-0.13299989700317383,55.28190519006129
2000-10-04,21.540000915527344,0.20759659831315927,1.888023956670714,0.005417907887829593,-0.014325403525573608,-0.004587155963302836,-0.025000000000000022,,,-0.13799980163574244,55.45752642048603
2000-10-05,21.030000686645508,0.14641934592368103,1.9385405642350755,-0.01520808511189708,-0.012486368095892672,-0.004587155963302836,-0.025000000000000022,,,-0.1659999084472652,55.34874401344546
2000-10-06,22.709999084472656,0.34794412998726526,1.9482894425510275,-0.019343438847226283,-0.014744093779897488,-0.004587155963302836,-0.025000000000000022,,,-0.1640000152587895,55.15052088332938
2000-10-09,24.020000457763672,0.505085794060824,1.9447443344215705,-0.024100404050237972,-0.011045767432859007,-0.004587155963302836,-0.025000000000000022,,,-0.1640000152587895,55.29170797302927
2000-10-10,24.86000061035156,0.6058483004909455,1.9048630512455802,-0.02803824831423996,-0.001833853479988002,-0.004587155963302836,-0.025000000000000022,,,-0.1849999237060551,55.388365522910384
2000-10-11,26.56999969482422,0.8109718272115557,1.9163841455461397,-0.04983683968808774,-0.008466782935587872,-0.004587155963302836,-0.025000000000000022,,,-0.16000001907348604,55.544149149183454
2000-10-12,30.51000022888184,1.2835959427245887,1.951834550680486,-0.07704292104001838,0.014577517942418686,-0.004587155963302836,-0.025000000000000022,,,-0.1449998474121097,56.144627629687264
2000-10-13,27.600000381469727,0.9345259128761874,2.037801563379195,-0.025023184255689297,0.00036719701854639103,-0.004587155963302836,-0.025000000000000022,,,-0.12499984741210923,55.78537776821651
2000-10-16,26.790000915527344,0.8373621491030911,2.084773062814101,-0.019743881547771413,0.0003684144622253172,-0.004587155963302836,-0.025000000000000022,,,-0.15000022888183562,55.623847094023866
